Sortplan Id,L1 Office Name,L2 Office Name,Hub Level,Circel Name,From Pin,To Pin
25589,Hyderabad PH,Hyderabad PH,L1,Telangana Circle,509000,509999
25589,Hyderabad PH,Hyderabad PH,L1,Telangana Circle,500000,502999
25589,Tirupathi PH,Tirupathi PH,L1,Andhra Pradesh Circle,517000,517999
25589,Vijayawada PH,Vijayawada PH,L1,Andhra Pradesh Circle,520000,521999
25589,Visakhapatnam PH,Visakhapatnam PH,L1,Andhra Pradesh Circle,535000,535999
25589,Visakhapatnam PH,Visakhapatnam PH,L1,Andhra Pradesh Circle,530000,531999
25589,Silchar PH,Silchar PH,L1,Assam Circle,788000,788999
25589,PH DIBRUGARH,PH DIBRUGARH,L1,Assam Circle,786000,786999
25589,PH DIBRUGARH,PH DIBRUGARH,L1,Assam Circle,792000,792999
25589,Guwahati PH,Guwahati PH,L1,Assam Circle,780000,780999
25589,Guwahati PH,Guwahati PH,L1,Assam Circle,794000,794999
25589,Guwahati PH,Guwahati PH,L1,Assam Circle,781000,783999
25589,Muzaffarpur PH,Muzaffarpur PH,L1,Bihar Circle,845000,845999
25589,Muzaffarpur PH,Muzaffarpur PH,L1,Bihar Circle,848000,848999
25589,Muzaffarpur PH,Muzaffarpur PH,L1,Bihar Circle,842000,843999
25589,Muzaffarpur PH,Muzaffarpur PH,L1,Bihar Circle,846000,847999
25589,Patna PH,Patna PH,L1,Bihar Circle,844000,844999
25589,Patna PH,Patna PH,L1,Bihar Circle,800000,801999
25589,Patna PH,Patna PH,L1,Bihar Circle,802101,802131
25589,Patna PH,Patna PH,L1,Bihar Circle,802133,802199
25589,Patna PH,Patna PH,L1,Bihar Circle,802201,802210
25589,Patna PH,Patna PH,L1,Bihar Circle,802222,802225
25589,Patna PH,Patna PH,L1,Bihar Circle,802227,802999
25589,Patna PH,Patna PH,L1,Bihar Circle,803000,804999
25589,Raipur PH,Raipur PH,L1,Chhattisgarh Circle,492000,494999
25589,Integrated Parcel Hub AMPC,Integrated Parcel Hub AMPC,L1,Delhi Circle,110000,110999
25589,1 CBPO PH,1 CBPO PH,L1,APS CIRCLE,900000,909999
25589,Ahmedabad PH,Ahmedabad PH,L1,Gujarat Circle,380000,380999
25589,Ahmedabad PH,Ahmedabad PH,L1,Gujarat Circle,382000,382999
25589,Ahmedabad PH,Ahmedabad PH,L1,Gujarat Circle,383000,383999
25589,Ahmedabad PH,Ahmedabad PH,L1,Gujarat Circle,363700,363799
25589,Ahmedabad PH,Ahmedabad PH,L1,Gujarat Circle,363000,363599
25589,Rajkot PH,Rajkot PH,L1,Gujarat Circle,360000,360499
