Sortplan Id,L1 Office Name,L2 Office Name,Hub Level,Circel Name,From Pin,To Pin
25588,2CBPO NSH,2CBPO NSH,L1,APS CIRCLE,900099,900099
25588,NSH Gurgaon,FARIDABAD  ICH,L2,Haryana Circle,121001,121015
25588,NSH Gurgaon,FARIDABAD  ICH,L2,Haryana Circle,121101,123999
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123001,123001
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123021,123021
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123023,123024
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123027,123029
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123034,123035
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123101,123103
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123106,123106
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123110,123110
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123301,123303
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123401,123401
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123411,123412
25588,NSH Gurgaon,Rewari ICH,L2,Haryana Circle,123501,123501
25588,Rohtak NSH,Hisar ICH,L2,Haryana Circle,125001,125001
25588,Rohtak NSH,Hisar ICH,L2,Haryana Circle,125002,125999
25588,Rohtak NSH,ICH Sonepat,L2,Haryana Circle,131001,131001
25588,Rohtak NSH,ICH Sonepat,L2,Haryana Circle,131002,131999
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140401,140404
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140405,140408
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140409,140412
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140414,140499
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140600,140602
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140605,140699
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140700,140799
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140701,140701
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140702,140702
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,140802,140802
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,141411,141411
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,141801,141801
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142001,142001
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142002,142003
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142011,142011
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142037,142040
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142041,142044
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142045,142045
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142046,142046
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142047,142047
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142048,142049
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142050,142050
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142052,142052
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142053,142057
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142058,142058
25588,Ludhiana NSH,Ferozepur ICH,L2,Punjab Circle,142060,142060
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147000,147299
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147001,147001
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147002,147002
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147003,147003
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147004,147004
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147005,147005
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147006,147006
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147007,147007
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147021,147021
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147102,147102
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147103,147103
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147104,147104
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147105,147105
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147111,147111
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147201,147201
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147202,147202
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147203,147203
25588,Chandigarh NSH,Patiala ICH,L2,Punjab Circle,147301,147301
25588,Ludhiana NSH,Bathinda ICH,L2,Punjab Circle,151001,151005
25588,Ludhiana NSH,Bathinda ICH,L2,Punjab Circle,151007,151007
25588,Ludhiana NSH,Bathinda ICH,L2,Punjab Circle,151101,151106
25588,Ludhiana NSH,Bathinda ICH,L2,Punjab Circle,151108,151108
